+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                    ;
+----------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:12:full_adderi      ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:11:full_adderi|xor1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:11:full_adderi|xor0 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:11:full_adderi|or1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:11:full_adderi|or0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:11:full_adderi|and2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:11:full_adderi|and1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:11:full_adderi|and0 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:11:full_adderi      ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:10:full_adderi|xor1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:10:full_adderi|xor0 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:10:full_adderi|or1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:10:full_adderi|or0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:10:full_adderi|and2 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:10:full_adderi|and1 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:10:full_adderi|and0 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:10:full_adderi      ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:9:full_adderi|xor1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:9:full_adderi|xor0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:9:full_adderi|or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:9:full_adderi|or0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:9:full_adderi|and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:9:full_adderi|and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:9:full_adderi|and0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:9:full_adderi       ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:8:full_adderi|xor1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:8:full_adderi|xor0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:8:full_adderi|or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:8:full_adderi|or0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:8:full_adderi|and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:8:full_adderi|and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:8:full_adderi|and0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:8:full_adderi       ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:7:full_adderi|xor1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:7:full_adderi|xor0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:7:full_adderi|or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:7:full_adderi|or0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:7:full_adderi|and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:7:full_adderi|and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:7:full_adderi|and0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:7:full_adderi       ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:6:full_adderi|xor1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:6:full_adderi|xor0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:6:full_adderi|or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:6:full_adderi|or0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:6:full_adderi|and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:6:full_adderi|and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:6:full_adderi|and0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:6:full_adderi       ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:5:full_adderi|xor1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:5:full_adderi|xor0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:5:full_adderi|or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:5:full_adderi|or0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:5:full_adderi|and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:5:full_adderi|and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:5:full_adderi|and0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:5:full_adderi       ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:4:full_adderi|xor1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:4:full_adderi|xor0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:4:full_adderi|or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:4:full_adderi|or0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:4:full_adderi|and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:4:full_adderi|and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:4:full_adderi|and0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:4:full_adderi       ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:3:full_adderi|xor1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:3:full_adderi|xor0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:3:full_adderi|or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:3:full_adderi|or0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:3:full_adderi|and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:3:full_adderi|and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:3:full_adderi|and0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:3:full_adderi       ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:2:full_adderi|xor1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:2:full_adderi|xor0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:2:full_adderi|or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:2:full_adderi|or0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:2:full_adderi|and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:2:full_adderi|and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:2:full_adderi|and0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:2:full_adderi       ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:1:full_adderi|xor1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:1:full_adderi|xor0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:1:full_adderi|or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:1:full_adderi|or0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:1:full_adderi|and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:1:full_adderi|and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:1:full_adderi|and0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:1:full_adderi       ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:0:full_adderi|xor1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:0:full_adderi|xor0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:0:full_adderi|or1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:0:full_adderi|or0   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:0:full_adderi|and2  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:0:full_adderi|and1  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:0:full_adderi|and0  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_FAs:0:full_adderi       ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:25:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:24:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:23:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:22:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:21:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:20:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:19:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:18:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:17:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:16:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:15:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:14:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:13:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:12:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:11:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:10:xor_gatej        ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:9:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:8:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:7:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:6:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:5:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:4:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:3:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:2:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:1:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; EXE|IEEE_ADD|adder2_uu|\Array_Of_Xor:0:xor_gatej         ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
